job_id,task_data,status,result,error,start_time,end_time,retry_count,duration_seconds,metadata
job_000044,"{'sku': 'SKU00043', 'price': 53, 'quantity': 86}",completed,"{'sku': 'SKU00043', 'price': 53, 'quantity': 86, 'total_value': 4558, 'processed_at': '2026-06-20T14:21:30.026895'}",,2026-06-20T14:21:30.015958,2026-06-20T14:21:30.027077,0,0.011119,{}
job_000045,"{'sku': 'SKU00044', 'price': 54, 'quantity': 43}",completed,"{'sku': 'SKU00044', 'price': 54, 'quantity': 43, 'total_value': 2322, 'processed_at': '2026-06-20T14:21:30.037262'}",,2026-06-20T14:21:30.024424,2026-06-20T14:21:30.037459,0,0.013035,{}
job_000046,"{'sku': 'SKU00045', 'price': 55, 'quantity': 64}",completed,"{'sku': 'SKU00045', 'price': 55, 'quantity': 64, 'total_value': 3520, 'processed_at': '2026-06-20T14:21:30.037514'}",,2026-06-20T14:21:30.027099,2026-06-20T14:21:30.037610,0,0.010511,{}
job_000048,"{'sku': 'SKU00047', 'price': 57, 'quantity': 59}",completed,"{'sku': 'SKU00047', 'price': 57, 'quantity': 59, 'total_value': 3363, 'processed_at': '2026-06-20T14:21:30.050299'}",,2026-06-20T14:21:30.037625,2026-06-20T14:21:30.050510,0,0.012885,{}
job_000047,"{'sku': 'SKU00046', 'price': 56, 'quantity': 81}",completed,"{'sku': 'SKU00046', 'price': 56, 'quantity': 81, 'total_value': 4536, 'processed_at': '2026-06-20T14:21:30.050555'}",,2026-06-20T14:21:30.037484,2026-06-20T14:21:30.050651,0,0.013167,{}
job_000050,"{'sku': 'SKU00049', 'price': 59, 'quantity': 65}",completed,"{'sku': 'SKU00049', 'price': 59, 'quantity': 65, 'total_value': 3835, 'processed_at': '2026-06-20T14:21:30.060901'}",,2026-06-20T14:21:30.050667,2026-06-20T14:21:30.061071,0,0.010404,{}
job_000049,"{'sku': 'SKU00048', 'price': 58, 'quantity': 14}",completed,"{'sku': 'SKU00048', 'price': 58, 'quantity': 14, 'total_value': 812, 'processed_at': '2026-06-20T14:21:30.062787'}",,2026-06-20T14:21:30.050535,2026-06-20T14:21:30.062972,0,0.012437,{}
job_000051,"{'sku': 'SKU00050', 'price': 60, 'quantity': 71}",completed,"{'sku': 'SKU00050', 'price': 60, 'quantity': 71, 'total_value': 4260, 'processed_at': '2026-06-20T14:21:30.072700'}",,2026-06-20T14:21:30.061119,2026-06-20T14:21:30.072911,0,0.011792,{}
job_000052,"{'sku': 'SKU00051', 'price': 61, 'quantity': 75}",completed,"{'sku': 'SKU00051', 'price': 61, 'quantity': 75, 'total_value': 4575, 'processed_at': '2026-06-20T14:21:30.073349'}",,2026-06-20T14:21:30.062994,2026-06-20T14:21:30.073431,0,0.010437,{}
job_000054,"{'sku': 'SKU00053', 'price': 63, 'quantity': 43}",completed,"{'sku': 'SKU00053', 'price': 63, 'quantity': 43, 'total_value': 2709, 'processed_at': '2026-06-20T14:21:30.084469'}",,2026-06-20T14:21:30.073445,2026-06-20T14:21:30.084671,0,0.011226,{}
job_000053,"{'sku': 'SKU00052', 'price': 62, 'quantity': 21}",completed,"{'sku': 'SKU00052', 'price': 62, 'quantity': 21, 'total_value': 1302, 'processed_at': '2026-06-20T14:21:30.088801'}",,2026-06-20T14:21:30.072946,2026-06-20T14:21:30.088983,0,0.016037,{}
job_000055,"{'sku': 'SKU00054', 'price': 64, 'quantity': 84}",completed,"{'sku': 'SKU00054', 'price': 64, 'quantity': 84, 'total_value': 5376, 'processed_at': '2026-06-20T14:21:30.095659'}",,2026-06-20T14:21:30.084696,2026-06-20T14:21:30.095873,0,0.011177,{}
job_000056,"{'sku': 'SKU00055', 'price': 65, 'quantity': 76}",completed,"{'sku': 'SKU00055', 'price': 65, 'quantity': 76, 'total_value': 4940, 'processed_at': '2026-06-20T14:21:30.102187'}",,2026-06-20T14:21:30.089008,2026-06-20T14:21:30.102348,0,0.01334,{}
job_000057,"{'sku': 'SKU00056', 'price': 66, 'quantity': 78}",completed,"{'sku': 'SKU00056', 'price': 66, 'quantity': 78, 'total_value': 5148, 'processed_at': '2026-06-20T14:21:30.112293'}",,2026-06-20T14:21:30.095896,2026-06-20T14:21:30.112520,0,0.016624,{}
job_000058,"{'sku': 'SKU00057', 'price': 67, 'quantity': 42}",completed,"{'sku': 'SKU00057', 'price': 67, 'quantity': 42, 'total_value': 2814, 'processed_at': '2026-06-20T14:21:30.112564'}",,2026-06-20T14:21:30.102369,2026-06-20T14:21:30.112659,0,0.01029,{}
job_000060,"{'sku': 'SKU00059', 'price': 69, 'quantity': 43}",completed,"{'sku': 'SKU00059', 'price': 69, 'quantity': 43, 'total_value': 2967, 'processed_at': '2026-06-20T14:21:30.123816'}",,2026-06-20T14:21:30.112676,2026-06-20T14:21:30.124019,0,0.011343,{}
job_000059,"{'sku': 'SKU00058', 'price': 68, 'quantity': 65}",completed,"{'sku': 'SKU00058', 'price': 68, 'quantity': 65, 'total_value': 4420, 'processed_at': '2026-06-20T14:21:30.124927'}",,2026-06-20T14:21:30.112547,2026-06-20T14:21:30.125050,0,0.012503,{}
job_000061,"{'sku': 'SKU00060', 'price': 70, 'quantity': 61}",completed,"{'sku': 'SKU00060', 'price': 70, 'quantity': 61, 'total_value': 4270, 'processed_at': '2026-06-20T14:21:30.135797'}",,2026-06-20T14:21:30.124045,2026-06-20T14:21:30.136018,0,0.011973,{}
job_000062,"{'sku': 'SKU00061', 'price': 71, 'quantity': 6}",completed,"{'sku': 'SKU00061', 'price': 71, 'quantity': 6, 'total_value': 426, 'processed_at': '2026-06-20T14:21:30.137794'}",,2026-06-20T14:21:30.125070,2026-06-20T14:21:30.137892,0,0.012822,{}
job_000063,"{'sku': 'SKU00062', 'price': 72, 'quantity': 45}",completed,"{'sku': 'SKU00062', 'price': 72, 'quantity': 45, 'total_value': 3240, 'processed_at': '2026-06-20T14:21:30.147806'}",,2026-06-20T14:21:30.136043,2026-06-20T14:21:30.148151,0,0.012108,{}
job_000064,"{'sku': 'SKU00063', 'price': 73, 'quantity': 3}",completed,"{'sku': 'SKU00063', 'price': 73, 'quantity': 3, 'total_value': 219, 'processed_at': '2026-06-20T14:21:30.148194'}",,2026-06-20T14:21:30.137909,2026-06-20T14:21:30.148290,0,0.010381,{}
job_000065,"{'sku': 'SKU00064', 'price': 74, 'quantity': 68}",completed,"{'sku': 'SKU00064', 'price': 74, 'quantity': 68, 'total_value': 5032, 'processed_at': '2026-06-20T14:21:30.158272'}",,2026-06-20T14:21:30.148177,2026-06-20T14:21:30.158480,0,0.010303,{}
job_000066,"{'sku': 'SKU00065', 'price': 75, 'quantity': 30}",completed,"{'sku': 'SKU00065', 'price': 75, 'quantity': 30, 'total_value': 2250, 'processed_at': '2026-06-20T14:21:30.158518'}",,2026-06-20T14:21:30.148306,2026-06-20T14:21:30.158582,0,0.010276,{}
job_000068,"{'sku': 'SKU00067', 'price': 77, 'quantity': 56}",completed,"{'sku': 'SKU00067', 'price': 77, 'quantity': 56, 'total_value': 4312, 'processed_at': '2026-06-20T14:21:30.168683'}",,2026-06-20T14:21:30.158595,2026-06-20T14:21:30.168918,0,0.010323,{}
job_000067,"{'sku': 'SKU00066', 'price': 76, 'quantity': 46}",completed,"{'sku': 'SKU00066', 'price': 76, 'quantity': 46, 'total_value': 3496, 'processed_at': '2026-06-20T14:21:30.178012'}",,2026-06-20T14:21:30.158503,2026-06-20T14:21:30.178187,0,0.019684,{}
job_000069,"{'sku': 'SKU00068', 'price': 78, 'quantity': 86}",completed,"{'sku': 'SKU00068', 'price': 78, 'quantity': 86, 'total_value': 6708, 'processed_at': '2026-06-20T14:21:30.183859'}",,2026-06-20T14:21:30.168941,2026-06-20T14:21:30.184035,0,0.015094,{}
job_000070,"{'sku': 'SKU00069', 'price': 79, 'quantity': 1}",completed,"{'sku': 'SKU00069', 'price': 79, 'quantity': 1, 'total_value': 79, 'processed_at': '2026-06-20T14:21:30.188911'}",,2026-06-20T14:21:30.178210,2026-06-20T14:21:30.189078,0,0.010868,{}
job_000071,"{'sku': 'SKU00070', 'price': 80, 'quantity': 17}",completed,"{'sku': 'SKU00070', 'price': 80, 'quantity': 17, 'total_value': 1360, 'processed_at': '2026-06-20T14:21:30.195948'}",,2026-06-20T14:21:30.184079,2026-06-20T14:21:30.196113,0,0.012034,{}
job_000072,"{'sku': 'SKU00071', 'price': 81, 'quantity': 31}",completed,"{'sku': 'SKU00071', 'price': 81, 'quantity': 31, 'total_value': 2511, 'processed_at': '2026-06-20T14:21:30.199311'}",,2026-06-20T14:21:30.189099,2026-06-20T14:21:30.199469,0,0.01037,{}
job_000073,"{'sku': 'SKU00072', 'price': 82, 'quantity': 66}",completed,"{'sku': 'SKU00072', 'price': 82, 'quantity': 66, 'total_value': 5412, 'processed_at': '2026-06-20T14:21:30.213323'}",,2026-06-20T14:21:30.196134,2026-06-20T14:21:30.213502,0,0.017368,{}
job_000074,"{'sku': 'SKU00073', 'price': 83, 'quantity': 95}",completed,"{'sku': 'SKU00073', 'price': 83, 'quantity': 95, 'total_value': 7885, 'processed_at': '2026-06-20T14:21:30.215268'}",,2026-06-20T14:21:30.199490,2026-06-20T14:21:30.215438,0,0.015948,{}
job_000075,"{'sku': 'SKU00074', 'price': 84, 'quantity': 82}",completed,"{'sku': 'SKU00074', 'price': 84, 'quantity': 82, 'total_value': 6888, 'processed_at': '2026-06-20T14:21:30.224801'}",,2026-06-20T14:21:30.213526,2026-06-20T14:21:30.224997,0,0.011471,{}
job_000076,"{'sku': 'SKU00075', 'price': 85, 'quantity': 84}",completed,"{'sku': 'SKU00075', 'price': 85, 'quantity': 84, 'total_value': 7140, 'processed_at': '2026-06-20T14:21:30.229794'}",,2026-06-20T14:21:30.215460,2026-06-20T14:21:30.229949,0,0.014489,{}
job_000077,"{'sku': 'SKU00076', 'price': 86, 'quantity': 95}",completed,"{'sku': 'SKU00076', 'price': 86, 'quantity': 95, 'total_value': 8170, 'processed_at': '2026-06-20T14:21:30.238827'}",,2026-06-20T14:21:30.225024,2026-06-20T14:21:30.238996,0,0.013972,{}
job_000078,"{'sku': 'SKU00077', 'price': 87, 'quantity': 29}",completed,"{'sku': 'SKU00077', 'price': 87, 'quantity': 29, 'total_value': 2523, 'processed_at': '2026-06-20T14:21:30.240058'}",,2026-06-20T14:21:30.229971,2026-06-20T14:21:30.240156,0,0.010185,{}
job_000079,"{'sku': 'SKU00078', 'price': 88, 'quantity': 48}",completed,"{'sku': 'SKU00078', 'price': 88, 'quantity': 48, 'total_value': 4224, 'processed_at': '2026-06-20T14:21:30.252800'}",,2026-06-20T14:21:30.239018,2026-06-20T14:21:30.252984,0,0.013966,{}
job_000080,"{'sku': 'SKU00079', 'price': 89, 'quantity': 88}",completed,"{'sku': 'SKU00079', 'price': 89, 'quantity': 88, 'total_value': 7832, 'processed_at': '2026-06-20T14:21:30.253041'}",,2026-06-20T14:21:30.240171,2026-06-20T14:21:30.253128,0,0.012957,{}
job_000082,"{'sku': 'SKU00081', 'price': 91, 'quantity': 11}",completed,"{'sku': 'SKU00081', 'price': 91, 'quantity': 11, 'total_value': 1001, 'processed_at': '2026-06-20T14:21:30.264570'}",,2026-06-20T14:21:30.253142,2026-06-20T14:21:30.264755,0,0.011613,{}
job_000081,"{'sku': 'SKU00080', 'price': 90, 'quantity': 57}",completed,"{'sku': 'SKU00080', 'price': 90, 'quantity': 57, 'total_value': 5130, 'processed_at': '2026-06-20T14:21:30.264859'}",,2026-06-20T14:21:30.253007,2026-06-20T14:21:30.264947,0,0.01194,{}
job_000083,"{'sku': 'SKU00082', 'price': 92, 'quantity': 68}",completed,"{'sku': 'SKU00082', 'price': 92, 'quantity': 68, 'total_value': 6256, 'processed_at': '2026-06-20T14:21:30.275476'}",,2026-06-20T14:21:30.264842,2026-06-20T14:21:30.275649,0,0.010807,{}
job_000084,"{'sku': 'SKU00083', 'price': 93, 'quantity': 69}",completed,"{'sku': 'SKU00083', 'price': 93, 'quantity': 69, 'total_value': 6417, 'processed_at': '2026-06-20T14:21:30.275790'}",,2026-06-20T14:21:30.264961,2026-06-20T14:21:30.275873,0,0.010912,{}
job_000086,"{'sku': 'SKU00085', 'price': 95, 'quantity': 62}",completed,"{'sku': 'SKU00085', 'price': 95, 'quantity': 62, 'total_value': 5890, 'processed_at': '2026-06-20T14:21:30.288559'}",,2026-06-20T14:21:30.275888,2026-06-20T14:21:30.288729,0,0.012841,{}
job_000085,"{'sku': 'SKU00084', 'price': 94, 'quantity': 33}",completed,"{'sku': 'SKU00084', 'price': 94, 'quantity': 33, 'total_value': 3102, 'processed_at': '2026-06-20T14:21:30.288849'}",,2026-06-20T14:21:30.275672,2026-06-20T14:21:30.288934,0,0.013262,{}
job_000088,"{'sku': 'SKU00087', 'price': 97, 'quantity': 28}",completed,"{'sku': 'SKU00087', 'price': 97, 'quantity': 28, 'total_value': 2716, 'processed_at': '2026-06-20T14:21:30.302852'}",,2026-06-20T14:21:30.288951,2026-06-20T14:21:30.303038,0,0.014087,{}
job_000087,"{'sku': 'SKU00086', 'price': 96, 'quantity': 7}",completed,"{'sku': 'SKU00086', 'price': 96, 'quantity': 7, 'total_value': 672, 'processed_at': '2026-06-20T14:21:30.303197'}",,2026-06-20T14:21:30.288752,2026-06-20T14:21:30.303294,0,0.014542,{}
job_000090,"{'sku': 'SKU00089', 'price': 99, 'quantity': 69}",completed,"{'sku': 'SKU00089', 'price': 99, 'quantity': 69, 'total_value': 6831, 'processed_at': '2026-06-20T14:21:30.313407'}",,2026-06-20T14:21:30.303311,2026-06-20T14:21:30.313590,0,0.010279,{}
job_000089,"{'sku': 'SKU00088', 'price': 98, 'quantity': 36}",completed,"{'sku': 'SKU00088', 'price': 98, 'quantity': 36, 'total_value': 3528, 'processed_at': '2026-06-20T14:21:30.314226'}",,2026-06-20T14:21:30.303064,2026-06-20T14:21:30.314325,0,0.011261,{}
job_000092,"{'sku': 'SKU00091', 'price': 101, 'quantity': 47}",completed,"{'sku': 'SKU00091', 'price': 101, 'quantity': 47, 'total_value': 4747, 'processed_at': '2026-06-20T14:21:30.326920'}",,2026-06-20T14:21:30.314343,2026-06-20T14:21:30.327093,0,0.01275,{}
job_000091,"{'sku': 'SKU00090', 'price': 100, 'quantity': 80}",completed,"{'sku': 'SKU00090', 'price': 100, 'quantity': 80, 'total_value': 8000, 'processed_at': '2026-06-20T14:21:30.328785'}",,2026-06-20T14:21:30.313615,2026-06-20T14:21:30.328882,0,0.015267,{}
job_000094,"{'sku': 'SKU00093', 'price': 103, 'quantity': 43}",completed,"{'sku': 'SKU00093', 'price': 103, 'quantity': 43, 'total_value': 4429, 'processed_at': '2026-06-20T14:21:30.340625'}",,2026-06-20T14:21:30.328899,2026-06-20T14:21:30.340837,0,0.011938,{}
job_000093,"{'sku': 'SKU00092', 'price': 102, 'quantity': 29}",completed,"{'sku': 'SKU00092', 'price': 102, 'quantity': 29, 'total_value': 2958, 'processed_at': '2026-06-20T14:21:30.341706'}",,2026-06-20T14:21:30.327117,2026-06-20T14:21:30.341819,0,0.014702,{}
